name,rating,fields,employee_counts,company_types,ages,locations
Tata Steel Mining,4.0,Metals & Mining,201-500 Employees,19 years old,Bhubaneswar +16 more,
Eqic Dies & Moulds Engineers,3.7,Industrial Machinery,201-500 Employees,35 years old,Hyderabad,
Nivara Home Finance,4.0,Financial Services,51-200 Employees,9 years old,Bengaluru +16 more,
Yaantra,3.3,Internet,501-1k Employees,Startup,10 years old,Delhi +11 more
Chryso,3.9,Building Material,51-200 Employees,81 years old,Navi Mumbai +14 more,
Datacomp Web Technologies (i),3.9,IT Services & Consulting,201-500 Employees,38 years old,Mumbai +7 more,
Grecian Super Specialty Hospital,2.4,Healthcare,11-50 Employees,17 years old,Mohali +3 more,
Multi Commodity Exchange of India,3.4,Financial Services,201-500 Employees,Public,20 years old,Mumbai +6 more
Ananda Dairy,4.2,Agriculture,51-200 Employees,34 years old,Noida +15 more,
Tata Steel Mining,4.0,Metals & Mining,201-500 Employees,19 years old,Bhubaneswar +16 more,
DSK Toyota,4.8,Automobile,1k-5k Employees,23 years old,Pune +6 more,
International Centre for Automotive Technology,3.2,Auto Components,201-500 Employees,17 years old,Gurugram +3 more,
Hike Education Private Limited,3.1,EdTech,201-500 Employees,Startup,9 years old,New Delhi +5 more
Supr Infotech Solutions,4.3,Logistics,501-1k Employees,Bangalore +13 more,,
Achievers Spot,4.6,Education & Training,201-500 Employees,13 years old,Chennai +6 more,
Digamber Finance,3.9,Financial Services,10k-50k Employees,Jaipur +18 more,,
AddWeb Solution,4.5,IT Services & Consulting,11-50 Employees,11 years old,Ahmedabad +1 more,
AstraGen,3.6,EdTech,201-500 Employees,11 years old,Chennai +10 more,
Han River Technology,4.3,51-200 Employees,10 years old,Kolkata +1 more,,
FabCafe,4.1,Hospitality,51-200 Employees,6 years old,New Delhi +14 more,
Vydehi Institute Of Medical Sciences And Research Centre,3.7,Healthcare,1k-5k Employees,23 years old,Bengaluru +2 more,
Qarmatek Services,3.3,Facility Management Services,11-50 Employees,12 years old,Ahmedabad +8 more,
Nordex India,3.7,Internet,51-200 Employees,38 years old,Hamburg +10 more,
Mukand Sumi Special Steel,3.5,Iron & Steel,51-200 Employees,Hosapete +5 more,,
Hsbc bank Hdpi,4.3,Hyderabad/Secunderabad +8 more,,,,
Lizmontagens India,4.3,51-200 Employees,Mumbai +8 more,,,
Decorpot,3.2,Architecture & Interior Design,201-500 Employees,8 years old,Bengaluru/Bangalore +5 more,
ACCE GLOBAL SOFTWARE,3.5,Software Product,201-500 Employees,Kolkata +6 more,,
AccioJob,4.3,EdTech,51-200 Employees,Startup,5 years old,Gurgaon +2 more
AG&P Pratham,3.9,Chennai +13 more,,,,
Gainwell Technologies,4.1,IT Services & Consulting,501-1k Employees,14 years old,Virginia +8 more,
Learnbay,4.1,Bengaluru/Bangalore +1 more,,,,
Techjays,4.5,IT Services & Consulting,51-200 Employees,5 years old,Santa Cruz +3 more,
AVYAIT,3.9,51-200 Employees,3 years old,Hyderabad,,
Believe Cosmetics,3.5,Bengaluru/Bangalore +12 more,,,,
Jyothy Labs,4.2,Mumbai +32 more,,,,
Salaryfy,5.0,Recruitment,11-50 Employees,Gurgaon/Gurugram,,
Sony Pictures Networks,4.1,Mumbai +10 more,,,,
Secure Parking Solutions,4.5,Urban Transport,1k-5k Employees,44 years old,Mumbai +15 more,
Omnex,4.2,Management Consulting,201-500 Employees,27 years old,Ann Arbor +7 more,
Naiknavare Developers,3.5,Real Estate,201-500 Employees,37 years old,Pune +2 more,
School of Scholars,4.0,Education & Training,1-10 Employees,23 years old,Nagpur +21 more,
Affinity Global Advertising,3.2,Marketing & Advertising,51-200 Employees,17 years old,Chicago +2 more,
Best Value Chem,3.3,Chemicals,51-200 Employees,25 years old,Vadodara/Baroda +3 more,
NNE,4.0,Engineering & Construction,201-500 Employees,Public,32 years old,Virum +8 more
Axis Mutual Fund,4.2,Financial Services,501-1k Employees,Public,14 years old,Mumbai +23 more
Experion Developers,4.5,Real Estate,51-200 Employees,17 years old,Gurgaon +4 more,
Servosys Solutions,3.1,Financial Services,51-200 Employees,11 years old,Gurgaon +5 more,
Rashi Peripherals,3.7,IT Services & Consulting,1k-5k Employees,34 years old,Mumbai +19 more,
Zen Technologies,3.2,Consumer Electronics & Appliances,201-500 Employees,Public,30 years old,Hyderabad +4 more
Edufic Digital,4.1,EdTech,201-500 Employees,Chennai +3 more,,
InfinityLabs,3.4,IT Services & Consulting,201-500 Employees,9 years old,Pune +9 more,
Farnek Averial,3.7,Facility Management Services,5k-10k Employees (Global),43 years old,Dubai +4 more,
Lithium Urban Technologies,3.5,Urban Transport,51-200 Employees,Startup,10 years old,Bangalore +7 more
Intec Infra-Technologies,3.6,Architecture & Interior Design,51-200 Employees,27 years old,Gurgaon/Gurugram +1 more,
Royal Cyber,3.9,IT Services & Consulting,201-500 Employees,10 years old,Naperville +5 more,
Raja Software Labs,3.4,IT Services & Consulting,201-500 Employees,16 years old,Sunnyvale +1 more,
Zenith Precision,3.7,Aviation,51-200 Employees,37 years old,Bengaluru +2 more,
Hetro Pharma,4.0,1k-5k Employees,30 years old,Hyderabad/Secunderabad +5 more,,
Blenheim Chalcot,3.2,IT Services & Consulting,501-1k Employees,25 years old,London +3 more,
The Flights Guru Infotech,4.6,Travel & Tourism,51-200 Employees,13 years old,New Delhi +1 more,
Visen Industries,3.7,Chemicals,1k-5k Employees,Public,38 years old,Mumbai +7 more
AJ Hospital and Research Centre,3.6,Healthcare,501-1k Employees (Global),22 years old,Mangalore +2 more,
Transworld Group of Companies,3.7,Logistics,201-500 Employees,46 years old,Dubai +15 more,
Layam Management Solutions,3.4,Recruitment,11-50 Employees (Global),16 years old,Chennai +18 more,
Supreme Petrochem,3.9,Chemicals,201-500 Employees,Public,30 years old,Mumbai +5 more
NTT DATA FA Insurance Systems,3.8,Software Product,201-500 Employees,42 years old,Singapore +6 more,
Andhra Pradesh State Road Transport Corporation,4.3,Urban Transport,State,65 years old,Vijayawada +17 more,
B.P. Poddar Hospital & Medical Research,3.1,Healthcare,201-500 Employees,Public,19 years old,Kolkata +1 more
Arihant Superstructures,2.7,Real Estate,51-200 Employees,Public,40 years old,Navi Mumbai +7 more
Manikgarh Cement,4.2,Building Material,201-500 Employees,36 years old,Chandrapur +11 more,
Ind Synergy,4.0,1k-5k Employees,Nagpur +4 more,,,
La opala rg,3.5,Retail,201-500 Employees,Public,36 years old,Kolkata +6 more
Mahaveer Group,2.8,Real Estate,11-50 Employees,25 years old,Bengaluru +10 more,
Pena4 Tech Solutions,4.1,IT Services & Consulting,201-500 Employees,19 years old,Center Valley +1 more,
Sarvatra Technologies,4.1,FinTech,201-500 Employees,23 years old,Pune +7 more,
Mallcom,3.7,BPO,1k-5k Employees,Public,40 years old,Kolkata +7 more
Cambridge University Press,3.5,Printing & Publishing,51-200 Employees,489 years old,Cambridge +12 more,
Khosla Profil,3.3,Fashion & Textile,501-1k Employees,44 years old,Mumbai +5 more,
DigitalTrack Solutions,4.0,IT Services & Consulting,201-500 Employees,19 years old,Chennai +11 more,
Aquapharm Chemicals,4.2,Chemicals,201-500 Employees,38 years old,Pune +3 more,
Tarachandra Engineering,3.4,Engineering & Construction,51-200 Employees,25 years old,Vadodara +9 more,
United Biscuits,4.5,Food Processing,501-1k Employees,75 years old,Hayes +18 more,
BPO Systems,3.9,IT Services & Consulting,51-200 Employees (Global),23 years old,Walnut Creek +27 more,
Galderma,4.1,Healthcare,201-500 Employees,42 years old,Lausanne +18 more,
Techtree It Systems,2.7,IT Services & Consulting,51-200 Employees,17 years old,Noida +5 more,
Xpitax Solutions,4.1,Accounting & Auditing,11-50 Employees,17 years old,Chennai +2 more,
JK Trust Gram Vikas Yojana,4.4,Non-Profit,51-200 Employees,78 years old,Thane +28 more,
Golcha Associated Group,4.1,Metals & Mining,1k-5k Employees,68 years old,Jaipur +9 more,
Kyb Conmat,4.0,Industrial Machinery,201-500 Employees,21 years old,Vadodara +14 more,
Maruti Service Masters,3.9,Automobile,201-500 Employees,Public,24 years old,New Delhi +12 more
Cholamandalam Securities,3.7,Investment Banking / Venture Capital / Private Equity,201-500 Employees,Public,45 years old,chennai +34 more
SUNDIRECT,4.1,16 years old,Chennai +17 more,,,
Assam down town University,2.7,Education & Training,201-500 Employees,13 years old,Guwahati,
Freudenberg Gala Household Product,4.1,Consumer Electronics & Appliances,51-200 Employees,14 years old,Mumbai +12 more,
Tynor Orthotics,3.7,Fitness & Wellness,1k-5k Employees,30 years old,Mohali +6 more,
Seneca Global IT Services,4.1,IT Services & Consulting,201-500 Employees,16 years old,Oak Brook,
Essel Finance,4.1,Financial Services,501-1k Employees,11 years old,Mumbai +19 more,
Power2sme,4.3,Industrial Automation,51-200 Employees,Startup,11 years old,Gurgaon +8 more
IMImobile,3.9,IT Services & Consulting,501-1k Employees,23 years old,London +3 more,
BIS,4.1,1k-5k Employees (Global),London +13 more,,,
Envision Enterprise Solutions,2.8,IT Services & Consulting,51-200 Employees,17 years old,New Jersey +2 more,
Weather Risk Management Services,3.5,Agriculture,201-500 Employees,19 years old,Gurgaon/Gurugram +11 more,
Nxtgen Datacenter Cloud Technologies,3.2,IT Services & Consulting,201-500 Employees,Startup,11 years old,Bangalore +5 more
HR+,4.0,Recruitment,1-10 Employees (Global),17 years old,Ashford +23 more,
The Energy and Resources Institute,3.4,Analytics & KPO,1k-5k Employees,49 years old,New Delhi +8 more,
Kun Hyundai,4.0,Automobile,51-200 Employees,25 years old,Chennai +9 more,
S Mobile Devices,4.3,Consumer Electronics & Appliances,51-200 Employees,11 years old,Noida +9 more,
TNPL,4.2,Pulp & Paper,201-500 Employees,38 years old,Chennai +6 more,
ALEC,4.4,Engineering & Construction,10k-50k Employees,24 years old,Dubai +9 more,
Karuna Greentech,2.4,Electrical Equipment,201-500 Employees,8 years old,Kolkata +15 more,
Cico Technologies,4.2,Chemicals,201-500 Employees,93 years old,New Delhi +18 more,
Sequretek It Solutions,3.6,IT Services & Consulting,201-500 Employees,Startup,10 years old,Mumbai +6 more
Superon Schweisstechnik India,3.8,Electronics Manufacturing,51-200 Employees,Public,29 years old,Gurgaon +5 more
Unitech Power Transmission,3.8,Power,201-500 Employees,Public,28 years old,Gurgaon/Gurugram +14 more
Kimia Biosciences,3.4,Pharma,51-200 Employees,30 years old,Delhi/NCR +3 more,
Lonsen Kiri Chemical Industries,3.9,Chemicals,201-500 Employees,25 years old,Ahemdabad +3 more,
Redco International Wll,3.7,Engineering & Construction,5k-10k Employees (Global),41 years old,Doha +4 more,
Revmax Telecom Infrastructure,3.3,Telecom,51-200 Employees,19 years old,Navi Mumbai +11 more,
Iscon Balaji Foods,4.3,Food Processing,201-500 Employees,11 years old,Ahmedabad +11 more,
Tv9,4.0,Media & Entertainment,5k-10k Employees (Global),19 years old,Hyderabad +6 more,
ADS Spirits,3.9,201-500 Employees,13 years old,New Delhi +18 more,,
Avacend Solutions,3.9,Recruitment,501-1k Employees,20 years old,Chennai +13 more,
BG LIIN Electrical,3.6,51-200 Employees,24 years old,Aurangabad +3 more,,
Velammal Medical College Hospital & Research Institute,3.6,Healthcare,51-200 Employees,10 years old,Madurai +3 more,
Orbit Techsol,3.7,IT Services & Consulting,51-200 Employees,30 years old,Delhi +7 more,
Radiant Hitech Eng,4.2,Industrial Machinery,44 years old,Vadodara +4 more,,
Prayosha Food Services,4.3,Internet,201-500 Employees,12 years old,Ahmedabad +10 more,
Orbit Techsol,3.7,IT Services & Consulting,51-200 Employees,30 years old,Delhi +7 more,
Capline Services,3.3,Healthcare,201-500 Employees,7 years old,Noida +1 more,
Roseate Hotels & Resorts,3.4,Hospitality,201-500 Employees,14 years old,New Delhi +2 more,
Kun Hyundai,4.0,Automobile,51-200 Employees,25 years old,Chennai +9 more,
ADS Spirits,3.9,201-500 Employees,13 years old,New Delhi +18 more,,
Avacend Solutions,3.9,Recruitment,501-1k Employees,20 years old,Chennai +13 more,
BG LIIN Electrical,3.6,51-200 Employees,24 years old,Aurangabad +3 more,,
Velammal Medical College Hospital & Research Institute,3.6,Healthcare,51-200 Employees,10 years old,Madurai +3 more,
NNE,4.0,Engineering & Construction,201-500 Employees,Public,32 years old,Virum +8 more
Experion Developers,4.5,Real Estate,51-200 Employees,17 years old,Gurgaon +4 more,
Raja Software Labs,3.4,IT Services & Consulting,201-500 Employees,16 years old,Sunnyvale +1 more,
Ksolves India Limited,3.4,IT Services & Consulting,201-500 Employees,Public,11 years old,Noida +4 more
S.K.B. Builders,3.8,Engineering & Construction,51-200 Employees,41 years old,New Delhi +13 more,
Vowelweb,4.8,IT Services & Consulting,51-200 Employees,10 years old,Nagpur +2 more,
Tatva Global School,4.9,Education & Training,51-200 Employees,Hyderabad/Secunderabad,,
Gvk Emri Up,3.6,Non-Profit,12 years old,Secunderabad +10 more,,
S K Patodia & Associates,3.6,Accounting & Auditing,10k-50k Employees,31 years old,Mumbai +17 more,
Signex Technologies,4.9,Software Product,11-50 Employees,Nagpur,,
Aditya Birla Insurance Brokers,4.1,Insurance,201-500 Employees,Public,20 years old,Veraval +17 more
Frugal Testing,4.7,IT Services & Consulting,11-50 Employees,7 years old,Hyderabad +1 more,
S K Patodia & Associates,3.6,Accounting & Auditing,10k-50k Employees,31 years old,Mumbai +17 more,
Ksolves India Limited,3.4,IT Services & Consulting,201-500 Employees,Public,11 years old,Noida +4 more
Tatva Global School,4.9,Education & Training,51-200 Employees,Hyderabad/Secunderabad,,
Gvk Emri Up,3.6,Non-Profit,12 years old,Secunderabad +10 more,,
Kärcher Cleaning Systems,3.5,201-500 Employees,88 years old,Winnenden +19 more,,
Aditya Birla Insurance Brokers,4.1,Insurance,201-500 Employees,Public,20 years old,Veraval +17 more
Telligent (A Verint Company),3.1,Software Product,1-10 Employees,19 years old,Frisco +2 more,
Ekeeda,4.0,EdTech,51-200 Employees,Startup,7 years old,Mumbai +4 more
The BIM Engineers,4.0,Engineering & Construction,501-1k Employees,10 years old,Kampen +6 more,
LambdaTest,4.6,Software Product,201-500 Employees,Startup,6 years old,San Francisco +2 more
Brilyant IT Solutions,3.8,IT Services & Consulting,51-200 Employees,9 years old,Bangalore/Bengaluru +6 more,
Uni Cards,3.0,FinTech,201-500 Employees,Startup,3 years old,Bangalore +4 more
ContactPoint 360,4.6,Other,201-500 Employees,16 years old,Mississauga +3 more,
Newton School: Pay after Placement,3.2,Internet,501-1k Employees,Startup,4 years old,Bangalore +4 more
Jungleworks,3.6,Software Product,201-500 Employees,6 years old,Seattle +3 more,
Cozmo Travel,4.1,Travel & Tourism,51-200 Employees,13 years old,Sharjah +12 more,
Lloyds Metals And Energy,3.7,Iron & Steel,1k-5k Employees,Public,37 years old,Chandrapur +4 more
AIMLAY,3.7,Education & Training,201-500 Employees,New Delhi +3 more,,
Titan Biotech,3.0,Agro Chemicals,51-200 Employees,Public,31 years old,Delhi/NCR +5 more
Infosearch BPO Services,3.2,BPO,51-200 Employees,18 years old,Chennai +1 more,
Realistic Realtors,3.8,Real Estate,201-500 Employees,25 years old,Gurgaon +11 more,
Unique Enterprises,3.2,Internet,11-50 Employees,25 years old,New Delhi +19 more,
ImpactQA,3.6,IT Services & Consulting,201-500 Employees,12 years old,New York +3 more,
Apex Auto,3.9,Industrial Machinery,201-500 Employees,Public,29 years old,Jamshedpur +11 more
Bacancy Technology,3.4,IT Services & Consulting,501-1k Employees,12 years old,Ahmedabad +2 more,
Mcnally Sayaji Engineering,3.5,Industrial Machinery,201-500 Employees,Public,62 years old,Kolkata +7 more
SSM InfoTech Solutions,3.4,IT Services & Consulting,51-200 Employees,22 years old,Surat +6 more,
Colan Infotech,4.0,IT Services & Consulting,201-500 Employees,14 years old,Chennai +4 more,
Via.com,3.8,Media & Entertainment,201-500 Employees,18 years old,New York City +10 more,
KRIBHCO Fertilizers Limited,4.2,Agro Chemicals,1-10 Employees,Public,28 years old,Noida +9 more
Mani Group,3.3,Real Estate,1k-5k Employees,Kolkata +5 more,,
Greendot Health Foods,3.7,FMCG,51-200 Employees,14 years old,Faridabad +12 more,
DiacriTech,3.2,Printing & Publishing,201-500 Employees,26 years old,Chennai +3 more,
Exilant Technologies,3.9,IT Services & Consulting,501-1k Employees,19 years old,Bangalore/Bengaluru +3 more,
Cloudtail India,4.0,Internet,501-1k Employees,Startup,9 years old,Bengaluru +4 more
Mckinsey Knowledge Center,4.1,Management Consulting,1k-5k Employees,25 years old,Chennai +5 more,
Signiwis Technologies,3.7,IT Services & Consulting,51-200 Employees,9 years old,Bangalore/Bengaluru +1 more,
Seshasayee Paper & Boards,4.2,Pulp & Paper,1k-5k Employees,63 years old,Chennai +4 more,
SI-UK,3.7,EdTech,51-200 Employees,17 years old,London +11 more,
NextGen Invent,4.2,IT Services & Consulting,Shrewsbury +1 more,,,
Transaction Solution International India,3.9,IT Services & Consulting,51-200 Employees,18 years old,Pune +9 more,
Sanathan Textiles,4.3,Fashion & Textile,201-500 Employees,22 years old,Dadra & Nagar Haveli/Silvassa +5 more,
Wadia Techno-Engineering Services,3.6,Engineering & Construction,51-200 Employees,Public,63 years old,Pune +18 more
Lanco Amarkantak Power,4.4,Power,1-10 Employees,22 years old,Korba +5 more,
Hyoseong Electric,3.4,Auto Components,51-200 Employees,Public,50 years old,Chennai +5 more
Ranjit Buildcon,4.3,Engineering & Construction,17 years old,Ahmedabad +11 more,,
Pigeon India,4.1,Consumer Electronics & Appliances,51-200 Employees,66 years old,Pune +11 more,
Vhb Medi Sciences,3.6,Pharma,1k-5k Employees,77 years old,Rudrapur +3 more,
Mgm Hospital,3.7,Healthcare,501-1k Employees,6 years old,Navi Mumbai +10 more,
